time,open,high,low,close,volume
1522296000,30.61,30.61,0,0,2
1522641600,54.47,54.47,0,0,3
1522728000,26.05,26.05,0,0,1
1522814400,14.33,14.33,0,0,1
1522900800,57.99,57.99,0,0,3
1522987200,62.85,62.85,0,0,3
1523246400,36.24,36.24,0,0,2
1523332800,49.71,49.71,0,0,2
1523419200,16.09,16.09,0,0,1
1523505600,42.92,42.92,0,0,2
1523592000,6.68,6.68,0,0,1
1523851200,22.34,22.34,0,0,1
1523937600,31.35,31.35,0,0,2
1524024000,56.44,56.44,0,0,3
1524110400,23.49,23.49,0,0,1
1524196800,40.39,40.39,0,0,2
1524456000,61.17,61.17,0,0,3
1524542400,56.5,56.5,0,0,3
1524628800,30.87,30.87,0,0,2
1524715200,18.01,18.01,0,0,1
1524801600,15.9,15.9,0,0,1
1525060800,6.78,6.78,0,0,1
1525147200,33.6,33.6,0,0,2
1525233600,62.46,62.46,0,0,3
1525320000,37.27,37.27,0,0,2
1525406400,25.92,25.92,0,0,1
1525665600,17.64,17.64,0,0,1
1525752000,48.4,48.4,0,0,2
1525838400,15.64,15.64,0,0,1
1525924800,64.1,64.1,0,0,3
1526011200,25.01,25.01,0,0,1
1526270400,9.83,9.83,0,0,1
1526356800,60.02,60.02,0,0,3
1526443200,15.68,15.68,0,0,1
1526529600,19.81,19.81,0,0,1
1526616000,38.35,38.35,0,0,2
1526875200,13.22,13.22,0,0,1
1526961600,21.22,21.22,0,0,1
1527048000,65.26,65.26,0,0,3
1527134400,38.41,38.41,0,0,2
1527220800,56.84,56.84,0,0,3
1527566400,72.25,72.25,0,0,4
1527652800,69.03,69.03,0,0,3
1527739200,42.15,42.15,0,0,2
1527825600,54.08,54.08,0,0,3
1528084800,20.25,20.25,0,0,1
1528171200,32.1,32.1,0,0,2
1528257600,11.09,11.09,0,0,1
1528344000,30.24,30.24,0,0,2
1528430400,25.74,25.74,0,0,1
1528689600,9.46,9.46,0,0,1
1528776000,24.68,24.68,0,0,1
1528862400,28.25,28.25,0,0,1
1528948800,58.46,58.46,0,0,3
1529035200,64.37,64.37,0,0,3
1529294400,32.12,32.12,0,0,2
1529380800,13.1,13.1,0,0,1
1529467200,53.07,53.07,0,0,3
1529553600,25.49,25.49,0,0,1
1529640000,63.31,63.31,0,0,3
1529899200,20.53,20.53,0,0,1
1529985600,36.44,36.44,0,0,2
1530072000,43.27,43.27,0,0,2
1530158400,52.23,52.23,0,0,3
1530244800,44.75,44.75,0,0,2
1530504000,57.85,57.85,0,0,3
1530590400,29.99,29.99,0,0,1
1530763200,42.42,42.42,0,0,2
1530849600,36.96,36.96,0,0,2
1531108800,36.49,36.49,0,0,2
1531195200,24.19,24.19,0,0,1
1531281600,65.61,65.61,0,0,3
1531368000,17.78,17.78,0,0,1
1531454400,32.47,32.47,0,0,2
1531713600,49.09,49.09,0,0,2
1531800000,27.83,27.83,0,0,1
1531886400,21.35,21.35,0,0,1
1531972800,16.81,16.81,0,0,1
1532059200,47.46,47.46,0,0,2
1532318400,49.16,49.16,0,0,2
1532404800,42.34,42.34,0,0,2
1532491200,46.15,46.15,0,0,2
1532577600,28.47,28.47,0,0,1
1532664000,48.33,48.33,0,0,2
1532923200,17.67,17.67,0,0,1
1533009600,38.72,38.72,0,0,2
1533096000,38.23,38.23,0,0,2
1533182400,52.1,52.1,0,0,3
1533268800,13.35,13.35,0,0,1
1533528000,25.07,25.07,0,0,1
1533614400,8.0,8.0,0,0,1
1533700800,48.5,48.5,0,0,2
1533787200,36.4,36.4,0,0,2
1533873600,75.38,75.38,0,0,4
1534132800,47.45,47.45,0,0,2
1534219200,46.49,46.49,0,0,2
1534305600,69.37,69.37,0,0,3
1534392000,12.32,12.32,0,0,1
1534478400,13.67,13.67,0,0,1
